PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,IsChild,FareCategory
273,True,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,S,False,High
274,False,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C,False,High
275,True,3,"Healy, Miss. Hanora ""Nora""",female,28.0,0,0,370375,7.75,Q,False,Low
276,True,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,S,False,Very High
277,False,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,S,False,Low
278,False,2,"Parkes, Mr. Francis ""Frank""",male,28.0,0,0,239853,0.0,S,False,Low
279,False,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Q,True,High
280,True,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,S,False,High
281,False,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Q,False,Low
282,False,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,S,False,Low
283,False,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,S,True,Medium
284,True,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,S,False,Medium
285,False,1,"Smith, Mr. Richard William",male,28.0,0,0,113056,26.0,S,False,High
286,False,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,C,False,Medium
287,True,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,S,False,Medium
288,False,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,S,False,Low
289,True,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,S,False,Medium
290,True,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Q,False,Low
291,True,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,S,False,Very High
292,True,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,C,False,Very High
293,False,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,C,False,Medium
294,False,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,S,False,Medium
295,False,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,S,False,Low
296,False,1,"Lewy, Mr. Ervin G",male,28.0,0,0,PC 17612,27.7208,C,False,High
297,False,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,C,False,Low
298,False,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,S,True,Very High
299,True,1,"Saalfeld, Mr. Adolphe",male,28.0,0,0,19988,30.5,S,False,High
300,True,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,C,False,Very High
301,True,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,28.0,0,0,9234,7.75,Q,False,Low
302,True,3,"McCoy, Mr. Bernard",male,28.0,2,0,367226,23.25,Q,False,High
303,False,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,S,False,Low
304,True,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,Q,False,Medium
305,False,3,"Williams, Mr. Howard Hugh ""Harry""",male,28.0,0,0,A/5 2466,8.05,S,False,Medium
306,True,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,S,True,Very High
307,True,1,"Fleming, Miss. Margaret",female,28.0,0,0,17421,110.8833,C,False,Very High
308,True,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C,True,Very High
309,False,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,C,False,High
310,True,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,C,False,Very High
311,True,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C,False,Very High
312,True,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,C,False,Very High
313,False,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,S,False,High
314,False,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,S,False,Low
315,False,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,S,False,High
316,True,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,S,False,Low
317,True,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,S,False,High
318,False,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,S,False,Medium
319,True,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,S,False,Very High
320,True,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,C,False,Very High
321,False,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,S,False,Low
322,False,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,S,False,Low
323,True,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Q,False,Medium
324,True,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,S,False,High
325,False,3,"Sage, Mr. George John Jr",male,28.0,8,2,CA. 2343,69.55,S,False,Very High
326,True,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C,False,Very High
327,False,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,S,False,Low
328,True,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,S,False,Medium
329,True,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,S,False,High
330,True,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,C,True,Very High
331,True,3,"McCoy, Miss. Agnes",female,28.0,2,0,367226,23.25,Q,False,High
332,False,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,S,False,High
333,False,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,S,False,Very High
334,False,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,S,True,High
335,True,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,28.0,1,0,PC 17611,133.65,S,False,Very High
336,False,3,"Denkoff, Mr. Mitto",male,28.0,0,0,349225,7.8958,S,False,Low
337,False,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,S,False,Very High
338,True,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,C,False,Very High
339,True,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,S,False,Medium
340,False,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,S,False,Very High
341,True,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,S,True,High
342,True,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,S,False,Very High
343,False,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,S,False,Medium
344,False,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,S,False,Medium
345,False,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,S,False,Medium
346,True,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,S,False,Medium
347,True,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,S,False,Medium
348,True,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,28.0,1,0,386525,16.1,S,False,High
349,True,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,S,True,High
350,False,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,S,False,Medium
351,False,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,S,False,Medium
352,False,1,"Williams-Lambert, Mr. Fletcher Fellows",male,28.0,0,0,113510,35.0,S,False,Very High
353,False,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,C,True,Low
354,False,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,S,False,High
355,False,3,"Yousif, Mr. Wazli",male,28.0,0,0,2647,7.225,C,False,Low
356,False,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,S,False,Medium
357,True,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,S,False,Very High
358,False,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,S,False,Medium
359,True,3,"McGovern, Miss. Mary",female,28.0,0,0,330931,7.8792,Q,False,Low
360,True,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,Q,False,Low
361,False,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,S,False,High
362,False,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,C,False,High
363,False,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,C,False,Medium
364,False,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,False,Low
365,False,3,"O'Brien, Mr. Thomas",male,28.0,1,0,370365,15.5,Q,False,High
366,False,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,S,False,Low
367,True,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,C,False,Very High
368,True,3,"Moussa, Mrs. (Mantoura Boulos)",female,28.0,0,0,2626,7.2292,C,False,Low
369,True,3,"Jermyn, Miss. Annie",female,28.0,0,0,14313,7.75,Q,False,Low
370,True,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,C,False,Very High
371,True,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,C,False,Very High
372,False,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,S,False,Low
373,False,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,S,False,Medium
374,False,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,C,False,Very High
375,False,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,S,True,High
376,True,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,28.0,1,0,PC 17604,82.1708,C,False,Very High
377,True,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,S,False,Low
378,False,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C,False,Very High
379,False,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,C,False,Low
380,False,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,S,False,Low
381,True,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,C,False,Very High
382,True,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,C,True,High
383,False,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,S,False,Medium
384,True,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,S,False,Very High
385,False,3,"Plotcharsky, Mr. Vasil",male,28.0,0,0,349227,7.8958,S,False,Low
386,False,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,S,False,Very High
387,False,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,S,True,Very High
388,True,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,S,False,Medium
389,False,3,"Sadlier, Mr. Matthew",male,28.0,0,0,367655,7.7292,Q,False,Low
390,True,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,C,True,Medium
391,True,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,S,False,Very High
392,True,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,S,False,Low
393,False,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,S,False,Medium
394,True,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,C,False,Very High
395,True,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,S,False,High
396,False,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,S,False,Low
397,False,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,S,False,Low
398,False,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,S,False,High
399,False,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,S,False,Medium
400,True,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,S,False,Medium
401,True,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,S,False,Medium
402,False,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,S,False,Medium
403,False,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,S,False,Medium
404,False,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,S,False,High
405,False,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,S,False,Medium
406,False,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,S,False,High
407,False,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,False,Low
408,True,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,S,True,High
409,False,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,S,False,Low
410,False,3,"Lefebre, Miss. Ida",female,28.0,3,1,4133,25.4667,S,False,High
411,False,3,"Sdycoff, Mr. Todor",male,28.0,0,0,349222,7.8958,S,False,Low
412,False,3,"Hart, Mr. Henry",male,28.0,0,0,394140,6.8583,Q,False,Low
413,True,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,Q,False,Very High
414,False,2,"Cunningham, Mr. Alfred Fleming",male,28.0,0,0,239853,0.0,S,False,Low
415,True,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,S,False,Medium
416,False,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,28.0,0,0,343095,8.05,S,False,Medium
417,True,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,S,False,Very High
418,True,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,S,False,Medium
419,False,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,S,False,Medium
420,False,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,S,True,High
421,False,3,"Gheorgheff, Mr. Stanio",male,28.0,0,0,349254,7.8958,C,False,Low
422,False,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Q,False,Low
423,False,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,False,Low
424,False,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,S,False,Medium
425,False,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,S,False,High
426,False,3,"Wiseman, Mr. Phillippe",male,28.0,0,0,A/4. 34244,7.25,S,False,Low
427,True,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,S,False,High
428,True,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,False,High
429,False,3,"Flynn, Mr. James",male,28.0,0,0,364851,7.75,Q,False,Low
430,True,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,False,Medium
431,True,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,S,False,High
432,True,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,28.0,1,0,376564,16.1,S,False,High
433,True,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,S,False,High
434,False,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,S,True,Low
435,False,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,S,False,Very High
436,True,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,S,True,Very High
437,False,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,S,False,Very High
438,True,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,S,False,High
439,False,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,S,False,Very High
440,False,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,S,False,Medium
441,True,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,S,False,High
442,False,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,S,False,Medium
443,False,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,S,False,Low
444,True,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,S,False,Medium
445,True,3,"Johannesen-Bratthammer, Mr. Bernt",male,28.0,0,0,65306,8.1125,S,False,Medium
446,True,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,S,True,Very High
447,True,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,S,True,High
448,True,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,S,False,High
449,True,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,C,True,High
450,True,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,S,False,High
451,False,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,S,False,High
452,False,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65303,19.9667,S,False,High
453,False,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C,False,High
454,True,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C,False,Very High
455,False,3,"Peduzzi, Mr. Joseph",male,28.0,0,0,A/5 2817,8.05,S,False,Medium
456,True,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,C,False,Low
457,False,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,S,False,High
458,True,1,"Kenyon, Mrs. Frederick R (Marion)",female,28.0,1,0,17464,51.8625,S,False,Very High
459,True,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,S,False,Medium
460,False,3,"O'Connor, Mr. Maurice",male,28.0,0,0,371060,7.75,Q,False,Low
461,True,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,S,False,High
462,False,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,S,False,Medium
463,False,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,S,False,Very High
464,False,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,S,False,Medium
465,False,3,"Maisner, Mr. Simon",male,28.0,0,0,A/S 2816,8.05,S,False,Medium
466,False,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S,False,Low
467,False,2,"Campbell, Mr. William",male,28.0,0,0,239853,0.0,S,False,Low
468,False,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,S,False,High
469,False,3,"Scanlan, Mr. James",male,28.0,0,0,36209,7.725,Q,False,Low
470,True,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,C,True,High
471,False,3,"Keefe, Mr. Arthur",male,28.0,0,0,323592,7.25,S,False,Low
472,False,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,S,False,Medium
473,True,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,S,False,High
474,True,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,C,False,Medium
475,False,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,S,False,Medium
476,False,1,"Clifford, Mr. George Quincy",male,28.0,0,0,110465,52.0,S,False,Very High
477,False,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,S,False,High
478,False,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,S,False,Low
479,False,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,S,False,Low
480,True,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,S,True,Medium
481,False,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,S,True,Very High
482,False,2,"Frost, Mr. Anthony Wood ""Archie""",male,28.0,0,0,239854,0.0,S,False,Low
483,False,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,S,False,Medium
484,True,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,S,False,Medium
485,True,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,C,False,Very High
486,False,3,"Lefebre, Miss. Jeannie",female,28.0,3,1,4133,25.4667,S,False,High
487,True,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,S,False,Very High
488,False,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,C,False,High
489,False,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,S,False,Medium
490,True,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,S,True,High
491,False,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.0,1,0,65304,19.9667,S,False,High
492,False,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,False,Low
493,False,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,S,False,High
494,False,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,C,False,Very High
495,False,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,S,False,Medium
496,False,3,"Yousseff, Mr. Gerious",male,28.0,0,0,2627,14.4583,C,False,High
497,True,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,C,False,Very High
498,False,3,"Shellard, Mr. Frederick William",male,28.0,0,0,C.A. 6212,15.1,S,False,High
499,False,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,S,False,Very High
500,False,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,S,False,Low
501,False,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,S,True,Medium
502,False,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,Q,False,Low
503,False,3,"O'Sullivan, Miss. Bridget Mary",female,28.0,0,0,330909,7.6292,Q,False,Low
504,False,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,S,False,Medium
505,True,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,S,True,Very High
506,False,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C,False,Very High
507,True,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,S,False,High
508,True,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,28.0,0,0,111427,26.55,S,False,High
509,False,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,S,False,High
510,True,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,S,False,Very High
511,True,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,Q,False,Low
512,False,3,"Webber, Mr. James",male,28.0,0,0,SOTON/OQ 3101316,8.05,S,False,Medium
513,True,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,S,False,High
514,True,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,C,False,Very High
515,False,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,S,False,Low
516,False,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,S,False,Very High
517,True,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,S,False,Medium
518,False,3,"Ryan, Mr. Patrick",male,28.0,0,0,371110,24.15,Q,False,High
519,True,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,S,False,High
520,False,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,S,False,Low
521,True,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,S,False,Very High
522,False,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,False,Low
523,False,3,"Lahoud, Mr. Sarkis",male,28.0,0,0,2624,7.225,C,False,Low
524,True,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,C,False,Very High
525,False,3,"Kassem, Mr. Fared",male,28.0,0,0,2700,7.2292,C,False,Low
526,False,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,Q,False,Low
527,True,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,S,False,Medium
528,False,1,"Farthing, Mr. John",male,28.0,0,0,PC 17483,221.7792,S,False,Very High
529,False,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,S,False,Medium
530,False,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,S,False,Medium
531,True,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,S,True,High
532,False,3,"Toufik, Mr. Nakli",male,28.0,0,0,2641,7.2292,C,False,Low
533,False,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,C,True,Low
534,True,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,28.0,0,2,2668,22.3583,C,False,High
535,False,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,S,False,Medium
536,True,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,S,True,High
537,False,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,S,False,High
538,True,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,C,False,Very High
539,False,3,"Risien, Mr. Samuel Beard",male,28.0,0,0,364498,14.5,S,False,High
540,True,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,C,False,Very High
541,True,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,S,False,Very High
542,False,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,S,True,Very High
543,False,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,S,True,Very High
544,True,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,S,False,High
545,False,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C,False,Very High
546,False,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,S,False,High
